Date,Inventory_Level,Atlanta_Inventory,Nashville_Inventory,NY_Inventory,LA_Inventory,Chicago_Inventory,Atlanta_Footwear,Atlanta_Apparel,Nashville_Footwear,Nashville_Apparel,NY_Footwear,NY_Apparel,LA_Footwear,LA_Apparel,Chicago_Footwear,Chicago_Apparel
1/18/2017,473254,96292.51813,95707.57618,93747.83137,92426.03295,95080.04138,67468.03675,28824.48138,67058.19878,28649.3774,65685.28893,28062.54244,64759.13085,27666.90209,66618.54582,28461.49556
1/19/2017,491814,100068.9028,99461.02066,97424.41889,96050.78239,98808.8753,70113.98747,29954.9153,69688.07654,29772.94412,68261.32413,29163.09476,67298.84413,28751.93825,69231.18134,29577.69396
1/20/2017,495709,100861.4145,100248.7182,98195.98723,96811.47199,99591.40806,70669.26646,30192.14806,70239.98246,30008.73573,68801.93066,29394.05657,67831.82814,28979.64385,69779.4688,29811.93926
1/21/2017,513254,104431.2781,103796.8962,101671.5114,100237.9929,103116.3214,73170.51675,31260.76138,72726.03878,31070.8574,71237.08893,30434.42244,70232.65085,30005.34209,72249.22582,30867.09556
1/22/2017,535665,108991.2219,108329.1399,106110.9512,104614.8388,107618.8482,76365.47373,32625.74816,75901.58784,32427.55211,74347.62368,31763.32751,73299.32727,31315.51157,75403.95506,32214.8931
1/23/2017,538949,109659.4141,108993.2731,106761.4853,105256.2008,108278.6267,76833.64734,32825.76674,76366.9175,32626.35561,74803.42646,31958.05885,73748.70326,31507.49749,75866.23388,32412.39286
1/24/2017,562751,114502.3832,113806.823,111476.4711,109904.7075,113060.6152,80226.90806,34275.47516,79739.5657,34067.25729,78107.02505,33369.44605,77005.72134,32898.98621,79216.77002,33843.84514
1/25/2017,575776,117152.5669,116440.9078,114056.6194,112448.477,115677.4288,82083.77811,35068.78883,81585.1561,34855.75171,79914.82992,34141.78947,78788.03629,33660.44074,81050.26019,34627.16864
1/26/2017,562245,114399.4279,113704.4931,111376.2365,109805.8863,112958.9562,80154.77169,34244.65622,79667.86752,34036.62557,78036.79478,33339.44177,76936.48131,32869.40495,79145.54192,33813.4143
1/27/2017,551207,112153.5371,111472.2452,109189.697,107650.1759,110741.3447,78581.17233,33572.36475,78103.82707,33368.41816,76504.77557,32684.92148,75426.06347,32224.11243,77591.75577,33149.58898
1/28/2017,542921,110467.5929,109796.5426,107548.3067,106031.9284,109076.6293,77399.9036,33067.68935,76929.73402,32866.80858,75354.7202,32193.58654,74292.2238,31739.70458,76425.36041,32651.26894
1/29/2017,585139,119057.6472,118334.4154,115911.3548,114277.0616,117558.5211,83418.58612,35639.06107,82911.85574,35422.55964,81214.36751,34696.98728,80069.25048,34207.81108,82368.26161,35190.25946
1/30/2017,581735,118365.0387,117646.0143,115237.0496,113612.2638,116874.6336,82933.30507,35431.73365,82429.52256,35216.4917,80741.90933,34495.1403,79603.45393,34008.80984,81889.09075,34985.5429
1/31/2017,555732,113074.2343,112387.3496,110086.0633,108533.9039,111650.4489,79226.26538,33847.96892,78745.00147,33642.34808,77132.82294,32953.2404,76045.25542,32488.64845,78228.72644,33421.72248
02/01/17,558393,113615.6653,112925.4916,110613.1862,109053.5945,112185.0625,79605.62287,34010.04245,79122.05453,33803.43704,77502.15644,33111.02972,76409.38133,32644.21317,78603.30743,33581.75502
02/02/17,558334,113603.6606,112913.5598,110601.4987,109042.0719,112173.2089,79597.21171,34006.44894,79113.69446,33799.86536,77493.96753,33107.5312,76401.30789,32640.76397,78595.00218,33578.20676
02/03/17,541720,110223.2267,109553.6608,107310.3982,105797.3743,108835.34,77228.68664,32994.54004,76759.55712,32794.10364,75188.0274,32122.37084,74127.88136,31669.49292,76256.29924,32579.0408
02/04/17,540056,109884.6543,109217.145,106980.7732,105472.3967,108501.0308,76991.46347,32893.19079,76523.77498,32693.37007,74957.07252,32023.70063,73900.18293,31572.21382,76022.06295,32478.96784
02/05/17,542846,110452.3328,109781.3751,107533.4498,106017.281,109061.5613,77389.21145,33063.12132,76919.10682,32862.2683,75344.31057,32189.13926,74281.96095,31735.32001,76414.80288,32646.75844
02/06/17,528302,107493.0796,106840.0984,104652.3998,103176.8523,106139.5699,75315.78972,32177.28991,74858.28019,31981.81817,73325.67609,31326.72369,72291.78908,30885.06322,74367.48763,31772.08228
02/07/17,513581,104497.8125,103863.0264,101736.2875,100301.8557,103182.018,73217.13452,31280.67797,72772.37338,31090.653,71282.4749,30453.81256,70277.39688,30024.45884,72295.25663,30886.76134
02/08/17,503420,102430.364,101808.1369,99723.47464,98317.42258,101140.6019,71768.56204,30661.80194,71332.60032,30475.53654,69872.1789,29851.29574,68886.98596,29430.43662,70864.92314,30275.6788
02/09/17,507818,103325.2206,102697.5576,100594.6833,99176.34758,102024.1909,72395.54972,30929.67093,71955.77933,30741.77827,70482.59931,30112.08395,69488.79948,29687.5481,71484.01641,30540.17452
02/10/17,512310,104239.2034,103605.9882,101484.5125,100053.6307,102926.6652,73035.93822,31203.26517,72592.27776,31013.71047,71106.06645,30378.44607,70103.47578,29950.15491,72116.34177,30810.3234
02/11/17,507455,103251.3614,102624.147,100522.7759,99105.45405,101951.2617,72343.79971,30907.56169,71904.34368,30719.80334,70432.21673,30090.55914,69439.12729,29666.32676,71432.91799,30518.3437
02/12/17,522765,106366.4718,105720.3342,103555.5644,102095.4817,105027.1479,74526.42393,31840.04786,74073.70944,31646.62481,72557.16818,30998.39621,71534.11707,30561.36467,73588.06076,31439.0871
2/13/2017,530392,107918.3298,107262.7653,105066.4121,103585.0272,106559.4655,75613.7443,32304.58554,75154.42483,32108.3405,73615.75764,31450.65442,72577.7805,31007.24671,74661.69066,31897.77488
2/14/2017,518840,105567.856,104926.5697,102778.0533,101328.9332,104238.5879,73966.86808,31600.98788,73517.55264,31409.01708,72012.3978,30765.65548,70997.02792,30331.90524,73035.55028,31203.0376
2/15/2017,528547,107542.9295,106889.6455,104700.9323,103224.7006,106188.7921,75350.71741,32192.21213,74892.99571,31996.64974,73359.68087,31341.25146,72325.31439,30899.38617,74401.97555,31786.81658
2/16/2017,538961,109661.8557,108995.6999,106763.8624,105258.5443,108281.0376,76835.35808,32826.49763,76368.61786,32627.08206,74805.092,31958.77042,73750.34532,31508.19902,75867.92309,32413.11454
2/17/2017,540280,109930.2313,109262.4452,107025.1458,105516.1437,108546.034,77023.39736,32906.83396,76555.51488,32706.93036,74988.1626,32036.98316,73930.83464,31585.30908,76053.59476,32492.4392
2/18/2017,540629,110001.242,109333.0246,107094.2799,105584.3031,108616.1505,77073.1515,32928.0905,76604.96678,32728.05777,75036.60206,32057.67781,73978.5911,31605.71197,76102.72244,32513.42806
2/19/2017,534900,108835.5681,108174.4317,105959.4108,104465.4351,107465.1543,76256.4138,32579.1543,75793.1904,32381.2413,74241.4455,31717.9653,73194.6462,31270.7889,75296.2683,32168.886
2/20/2017,529953,107829.007,107173.985,104979.4497,103499.2909,106471.2674,75551.15959,32277.84737,75092.22029,32081.76476,73554.82664,31424.62304,72517.70861,30981.58233,74599.89395,31871.37342
2/21/2017,533428,108536.0617,107876.7447,105667.8194,104177.955,107169.4192,76046.56254,32489.4992,75584.61389,32292.13084,74037.13926,31630.68012,72993.22066,31184.73431,75089.05928,32080.35992
2/22/2017,536950,109252.6796,108589.0094,106365.4994,104865.7981,107877.0137,76548.6659,32704.01365,76083.6672,32505.34215,74525.97525,31839.52415,73475.1641,31390.63395,75584.84065,32292.173
2/23/2017,530356,107911.005,107255.4849,105059.2808,103577.9964,106552.2329,75608.61207,32302.39289,75149.32378,32106.16117,73610.76102,31448.51973,72572.85433,31005.14212,74656.62305,31895.60984
2/24/2017,513893,104561.2948,103926.1231,101798.0922,100362.789,103244.701,73261.61387,31299.68095,72816.58253,31109.54054,71325.77894,30472.31322,70320.09033,30042.69867,72339.17593,30905.52502
2/25/2017,520196,105843.7599,105200.7977,103046.666,101593.7586,104511.0178,74160.18215,31683.57777,73709.69242,31491.10525,72200.60382,30846.06221,71182.58025,30411.17836,73226.43033,31284.58744
2/26/2017,504771,102705.2506,102081.3536,99991.09693,98581.27153,101412.0273,71961.1633,30744.0873,71524.03162,30557.32203,70059.69095,29931.40599,69071.8541,29509.41743,71055.09936,30356.92794
2/27/2017,497596,101245.3605,100630.3319,98569.78683,97180.0012,99970.51957,70938.28095,30307.07957,70507.36282,30122.96905,69063.83682,29505.95001,68090.04145,29089.95976,70045.09613,29925.42344
2/28/2017,485695,98823.87596,98223.55694,96212.29394,94855.74781,97579.52537,69241.65059,29582.22537,68821.03872,29402.51822,67412.03753,28800.25642,66461.53241,28394.2154,68369.82807,29209.6973
03/01/17,508314,103426.1413,102797.8652,100692.9369,99273.21589,102123.8408,72466.26047,30959.8808,72026.06054,30771.80462,70551.44163,30141.49526,69556.67113,29716.54475,71553.83684,30570.00396
03/02/17,496698,101062.6454,100448.7266,98391.90022,97004.6227,99790.10509,70810.26028,30252.38509,70380.11981,30068.60683,68939.19891,29452.70131,67967.16092,29037.46178,69918.68737,29871.41772
03/03/17,477665,97190.01989,96599.62595,94621.61518,93287.49684,95966.24216,68096.87773,29093.14216,67683.21984,28916.40611,66297.51368,28324.10151,65362.72327,27924.77357,67239.46906,28726.7731
03/04/17,470575,95747.42468,95165.79398,93217.1429,91902.82693,94541.81153,67086.11315,28661.31153,66678.5952,28487.19878,65313.45713,27903.68578,64392.54185,27510.28508,66241.43103,28300.3805
03/05/17,448024,91158.99526,90605.23759,88749.97021,87498.63918,90011.15777,63871.19749,27287.79777,63483.2087,27122.02889,62183.49108,26566.47913,61306.70811,26191.93106,63066.99441,26944.16336
03/06/17,439287,89381.2866,88838.32787,87019.2404,85792.31181,88255.83331,62625.63329,26755.65331,62245.21075,26593.11712,60970.83917,26048.40124,60111.15451,25681.15731,61837.11313,26418.72018
03/07/17,439696,89464.50542,88921.04117,87100.26003,85872.1891,88338.00427,62683.94115,26780.56427,62303.16442,26617.87675,61027.60632,26072.65371,60167.12125,25705.06786,61894.68683,26443.31744
03/08/17,428199,87125.22233,86595.96837,84822.79631,83626.8365,86028.17649,61044.90584,26080.31649,60674.0855,25921.88286,59431.88021,25390.9161,58593.89476,25032.94174,60276.28863,25751.88786
03/09/17,401245,81640.91891,81144.98009,79483.42454,78362.74726,80612.92922,57202.28969,24438.62922,56854.81152,24290.16857,55690.79978,23792.62477,54905.56331,23457.18395,56482.05492,24130.8743
03/10/17,420456,85549.76186,85030.07825,83288.96995,82114.63634,84472.55359,59941.04827,25608.71359,59576.93338,25453.14487,58357.19052,24931.77943,57534.35813,24580.27822,59186.32975,25286.22384
03/11/17,429469,87383.62796,86852.80428,85074.37315,83874.86623,86283.32838,61225.95958,26157.66838,60854.03942,25998.76485,59608.14986,25466.22329,58767.67902,25107.18721,60455.06272,25828.26566
03/12/17,408481,83113.22059,82608.33807,80916.81825,79775.93082,82066.69227,58233.86832,24879.35227,57880.12378,24728.2143,56695.1204,24221.69786,55895.72308,23880.20774,57500.64493,24566.04734
3/13/2017,407898,82994.59816,82490.43623,80801.33062,79662.0715,81949.56349,58150.75468,24843.84349,57797.51501,24692.92123,56614.20291,24187.12771,55815.94652,23846.12498,57418.57777,24530.98572
3/14/2017,377477,76804.86771,76338.30614,74775.17388,73720.88062,75837.77164,53813.87607,22990.99164,53486.98099,22851.32515,52391.92022,22383.25367,51653.19773,22067.6829,53136.30486,22701.46678
3/15/2017,359097,73065.10749,72621.2636,71134.24292,70131.285,72145.10098,51193.58651,21871.52098,50882.60851,21738.65509,49840.86812,21293.37481,49138.11529,20993.16972,50549.0074,21596.09358
3/16/2017,361289,73511.11154,73064.55834,71568.46059,70559.38041,72585.48912,51506.08242,22005.02912,51193.20614,21871.35219,50145.10676,21423.35383,49438.06418,21121.31623,50857.56866,21727.92046
3/17/2017,364939,74253.77339,73802.70879,72291.49639,71272.22176,73318.79967,52026.43372,22227.33967,51710.39654,22092.31224,50651.70851,21639.78788,49937.52288,21334.69888,51371.36821,21947.43146
3/18/2017,358519,72947.50241,72504.37293,71019.74575,70018.40218,72028.97673,51111.18568,21836.31673,50800.70822,21703.6647,49760.64461,21259.10114,49059.02292,20959.37926,50467.64407,21561.33266
3/19/2017,373117,75917.74287,75456.57026,73911.49276,72869.37698,74961.81712,53192.30575,22725.43712,52869.18643,22587.38383,51786.77402,22124.71875,51056.58405,21812.79294,52522.56074,22439.25638
3/20/2017,389076,79164.90464,78684.00671,77072.84299,75986.15372,78168.09193,55467.45271,23697.45193,55130.5129,23553.49381,54001.80342,23071.03957,53240.38169,22745.77204,54769.06129,23399.03064
3/21/2017,397627,80904.76806,80413.30109,78766.72768,77656.15547,79886.04769,56686.50037,24218.26769,56342.15539,24071.1457,55188.63947,23578.08822,54410.48343,23245.67205,55972.75991,23913.28778
3/22/2017,392778,79918.14688,79432.67327,77806.17958,76709.15062,78911.84965,55995.21724,23922.92965,55655.07149,23777.60179,54515.62251,23290.55707,53746.95596,22962.19466,55290.18073,23621.66892
3/23/2017,402562,81908.88758,81411.32095,79744.3117,78619.95604,80877.52373,57390.04384,24518.84373,57041.42515,24369.89579,55873.59279,23870.71891,55085.77896,23534.17708,56667.44505,24210.07868
3/24/2017,419657,85387.19013,84868.49408,83130.69444,81958.59244,84312.0289,59827.14123,25560.0489,59463.71827,25404.77581,58246.29332,24884.40113,57425.02457,24533.56788,59073.85692,25238.17198
3/25/2017,402259,81847.23647,81350.04435,79684.28983,78560.78044,80816.64891,57346.84756,24500.38891,56998.49126,24351.55308,55831.53791,23852.75192,55044.31704,23516.4634,56624.79265,24191.85626
3/26/2017,425523,86580.73929,86054.79286,84292.70212,83104.21638,85490.54936,60663.40993,25917.32936,60294.90701,25759.88585,59060.46479,25232.23733,58227.71627,24876.5001,59899.59614,25590.95322
3/27/2017,431043,87703.88817,87171.11902,85386.16996,84182.26686,86599.556,61450.35217,26253.536,61077.06893,26094.05009,59826.61319,25559.55677,58983.06203,25199.20482,60676.62998,25922.92602
3/28/2017,460833,93765.22968,93195.64009,91287.33064,90000.22407,92584.57553,65697.27415,28067.95553,65298.19277,27897.44732,63961.31624,27326.0144,63059.46605,26940.75801,64870.07891,27714.49662
3/29/2017,471132,95860.75691,95278.43776,93327.48014,92011.60847,94653.71672,67165.52018,28695.23672,66757.51987,28520.91788,65390.76594,27936.7142,64468.76062,27542.84785,66319.83824,28333.87848
3/30/2017,465613,94737.8115,94162.31383,92234.2104,90933.75329,93544.91099,66378.72051,28359.09099,65975.49965,28186.81418,64624.75634,27609.45406,63713.55169,27220.20159,65542.94517,28001.96582
3/31/2017,478554,97370.90383,96779.41108,94797.71897,93461.11765,96144.84848,68223.61535,29147.28848,67809.18758,28970.2235,66420.90243,28376.81654,65484.37225,27976.74539,67364.61092,28780.23756
04/01/17,472776,96195.25994,95610.90881,93653.14339,92332.68002,94984.00783,67399.89211,28795.36783,66990.4681,28620.44071,65618.94492,28034.19847,64693.72229,27638.95774,66551.25919,28432.74864
04/02/17,473502,96342.97844,95757.72997,93796.95818,92474.4671,95129.86631,67503.39212,28839.58631,67093.33939,28664.39057,65719.71009,28077.24809,64793.06668,27681.40042,66653.45603,28476.41028
04/03/17,456604,92904.75928,92340.39673,90449.59957,89174.3046,91734.93983,65094.37945,27810.37983,64698.96038,27641.43635,63374.35218,27075.24739,62480.77815,26693.52644,64274.77527,27460.16456
04/04/17,447563,91065.19605,90512.00818,88658.6498,87408.60634,89918.53964,63805.47641,27259.71964,63417.88685,27094.12133,62119.50659,26539.14321,61243.62579,26164.98054,63002.10082,26916.43882
04/05/17,451934,91954.55905,91395.96862,89524.50993,88262.25827,90796.70414,64428.61491,27525.94414,64037.24006,27358.72856,62726.17953,26798.3304,61841.74469,26420.51357,63617.39338,27179.31076
04/06/17,451939,91955.57639,91396.97979,89525.50039,88263.23476,90797.70867,64429.32772,27526.24867,64037.94854,27359.03124,62726.87351,26798.62688,61842.42888,26420.80588,63618.09721,27179.61146
04/07/17,441801,89892.80767,89346.74163,87517.24369,86283.2935,88760.91351,62984.03416,26908.77351,62601.4345,26745.30714,61319.7698,26197.4739,60455.16524,25828.12826,62191.00137,26569.91214
04/08/17,421392,85740.20885,85219.36834,83474.38406,82297.43621,84660.60254,60074.4863,25665.72254,59709.56083,25509.8075,58487.10264,24987.28142,57662.4385,24634.99771,59318.08766,25342.51488
04/09/17,417689,84986.76314,84470.49954,82740.84939,81574.24401,83916.64392,59546.57922,25440.18392,59184.86054,25285.63899,57973.14476,24767.70463,57155.72738,24418.51663,58796.82746,25119.81646
04/10/17,405810,82569.75489,82068.17373,80387.71452,79254.28719,81530.06967,57853.08522,24716.66967,57501.65376,24566.51997,56324.39895,24063.31557,55530.22878,23724.05841,57124.65627,24405.4134
04/11/17,410369,83497.37006,82990.15398,81290.81595,80144.65533,82446.00468,58503.02538,24994.34468,58147.64582,24842.50815,56957.16536,24333.65059,56154.07322,23990.58211,57766.41302,24679.59166
04/12/17,406484,82706.893,82204.47877,80521.22853,79385.91872,81665.48099,57949.17201,24757.72099,57597.15686,24607.32191,56417.94678,24103.28175,55622.45759,23763.46112,57219.53323,24445.94776
4/13/2017,408839,83186.06249,82680.73749,80987.73519,79845.84786,82138.61697,58284.90552,24901.15697,57930.85094,24749.88654,56744.80901,24242.92618,55944.71108,23901.13678,57551.03951,24587.57746
4/14/2017,423160,86099.94204,85576.91628,83824.61072,82642.72484,85015.80612,60326.53592,25773.40612,59960.07936,25616.83692,58732.4922,25092.11852,57904.36808,24738.35676,59566.96372,25448.8424
4/15/2017,428273,87140.27904,86610.93361,84837.45512,83641.28863,86043.04361,61055.45543,26084.82361,60684.57101,25926.3626,59442.15104,25395.30408,58604.02077,25037.26785,60286.70539,25756.33822
4/16/2017,436395,88792.85426,88253.47004,86446.35834,85227.50711,87674.81027,62213.34399,26579.51027,61835.42592,26418.04412,60569.44403,25876.91432,59715.41901,25512.0881,61430.01497,26244.7953
4/17/2017,453879,92350.30625,91789.31181,89909.79887,88642.11482,91187.46825,64705.898,27644.40825,64312.83878,27476.47302,62996.13581,26913.66306,62107.8946,26534.22022,63891.18519,27296.28306
4/18/2017,475528,96755.20663,96167.45402,94198.29258,92870.14287,95536.9039,67792.22274,28962.9839,67380.41549,28787.03854,66000.90876,28197.38382,65070.30046,27799.84241,66938.64998,28598.25392
4/19/2017,476609,96975.15662,96386.0679,94412.43003,93081.26109,95754.08436,67946.33226,29028.82436,67533.58886,28852.47903,66150.94616,28261.48387,65218.22234,27863.03875,67090.8191,28663.26526
4/20/2017,472338,96106.14052,95522.33075,93566.3791,92247.13906,94896.01057,67337.44996,28768.69057,66928.40525,28593.92551,65558.15271,28008.22639,64633.78724,27613.35182,66489.60325,28406.40732
4/21/2017,499755,101684.6501,101066.9529,98997.46746,97601.65175,100404.2778,71246.07231,30438.57779,70813.28448,30253.66844,69363.49523,29633.97224,68385.47469,29216.17706,70349.01209,30055.2657
4/22/2017,488521,99398.87935,98795.06739,96772.10193,95407.66278,98147.28855,69644.5308,29754.34855,69221.47162,29573.59578,67804.2722,28967.82974,66848.2366,28559.42618,68767.63561,29379.65294
4/23/2017,480852,97838.47559,97244.14252,95252.93438,93909.91475,96606.53276,68551.22282,29287.25276,68134.80499,29109.33752,66739.85334,28513.08104,65798.82598,28111.08877,67688.09348,28918.43928
4/24/2017,488320,99357.98208,98754.41856,96732.28544,95368.40768,98106.90624,69615.87584,29742.10624,69192.99072,29561.42784,67776.3744,28955.91104,66820.73216,28547.67552,68739.34144,29367.5648
4/25/2017,499102,101551.7848,100934.8948,98868.11338,97474.1215,100273.0855,71152.97932,30398.80551,70720.75699,30214.13777,69272.86209,29595.25129,68296.11948,29178.00202,70257.09123,30015.99428
4/26/2017,500687,101874.2832,101255.4341,99182.0892,97783.67041,100591.5231,71378.94009,30495.34311,70945.34515,30310.08892,69492.85217,29689.23704,68513.00771,29270.66271,70480.20693,30111.31618
4/27/2017,499655,101664.3032,101046.7296,98977.65826,97582.12185,100384.1871,71231.81611,30432.48709,70799.11488,30247.61474,69349.61573,29628.04254,68371.79089,29210.33096,70334.93539,30049.2517
4/28/2017,492391,100186.3044,99577.7091,97538.71797,96163.46991,98924.79864,70196.24574,29990.05864,69769.83514,29807.87397,68341.40885,29197.30913,67377.79966,28785.67025,69312.4039,29612.39474
4/29/2017,473648,96372.68491,95787.25598,93825.87962,92502.98075,95159.19874,67524.20618,28848.47874,67114.02701,28673.22898,65739.97416,28085.90546,64813.04502,27689.93573,66674.00802,28485.19072
4/30/2017,471731,95982.63484,95399.57532,93446.13725,92128.59257,94774.06002,67250.91482,28731.72002,66842.39578,28557.17955,65473.90415,27972.23311,64550.72658,27577.86599,66404.15768,28369.90234
05/01/17,449647,91489.22544,90933.46175,89071.47352,87815.60945,90337.22983,64102.57561,27386.64983,63713.18131,27220.28044,62408.75537,26662.71816,61528.79619,26286.81327,63295.45925,27041.77058
05/02/17,452797,92130.15279,91570.4957,89695.46332,88430.8013,90970.08688,64551.64591,27578.50688,64159.52371,27410.97199,62845.95962,26849.50371,61959.83589,26470.96542,63738.8753,27231.21158
05/03/17,464681,94548.17839,93973.83267,92049.58865,90751.73462,93357.66567,66245.85272,28302.32567,65843.43898,28130.3937,64495.3994,27554.18926,63586.01868,27165.71594,65411.75033,27945.91534
05/04/17,466461,94910.35321,94333.80741,92402.19241,91099.36684,93715.28013,66499.61308,28410.74013,66095.65786,28238.14956,64742.4545,27659.73792,63829.59032,27269.77652,65662.31559,28052.96454
05/05/17,440255,89578.2446,89034.08942,87210.99346,85981.36125,88450.31129,62763.63331,26814.61129,62382.37248,26651.71694,61105.19273,26105.80074,60243.61369,25737.74756,61973.37559,26476.9357
05/06/17,467296,95080.24982,94502.67197,92567.59923,91262.4415,93883.03747,66618.65235,28461.59747,66213.97402,28288.69795,64858.34832,27709.25091,63943.85005,27318.59146,65779.85603,28103.18144
05/07/17,454788,92535.25957,91973.1416,90089.8645,88819.64161,91370.09272,64835.48686,27699.77272,64441.64045,27531.50116,63122.30046,26967.56404,62232.28034,26587.36127,64019.1424,27350.95032
05/08/17,459422,93478.13492,92910.28933,91007.82282,89724.65718,92301.09575,65496.11916,27982.01575,65098.25971,27812.02961,63765.47649,27242.34633,62866.38764,26858.26954,64671.45667,27629.63908
05/09/17,468944,95415.56674,94835.95195,92894.05485,91584.29426,94214.13221,66853.59453,28561.97221,66447.48902,28388.46293,65087.08248,27806.97237,64169.35907,27414.93518,66011.84005,28202.29216
05/10/17,443231,90183.76834,89635.93482,87800.51525,86562.57107,89048.21052,63187.89782,26995.87052,62804.05978,26831.87505,61518.24665,26282.26861,60650.84358,25911.72749,62392.29818,26655.91234
05/11/17,437797,89078.11779,88537.0007,86724.08332,85501.3163,87956.48188,62413.21591,26664.90188,62034.08371,26502.91699,60764.03462,25960.04871,59907.26589,25594.05042,61627.3703,26329.11158
05/12/17,430902,87675.19904,87142.60417,85358.23898,84154.7297,86571.22811,61430.25092,26244.94811,61057.08979,26085.51437,59807.04309,25551.19589,58963.76788,25190.96182,60656.78183,25914.44628
5/13/2017,405484,82503.424,82002.24577,80323.13653,79190.61972,81464.57399,57806.61001,24696.81399,57455.46086,24546.78491,56279.15178,24043.98475,55485.61959,23705.00012,57078.76623,24385.80776
5/14/2017,383561,78042.77311,77568.69171,75980.36561,74909.07974,77060.08983,54681.22328,23361.54983,54349.05946,23219.63226,53236.349,22744.01662,52485.72012,22423.35962,53992.73129,23067.35854
5/15/2017,378296,76971.50882,76503.93497,74937.41123,73880.8305,76002.31447,53930.63435,23040.87447,53603.03002,22900.90495,52505.59332,22431.81791,51765.26805,22115.56246,53251.59303,22750.72144
5/16/2017,377563,76822.36605,76355.69818,74792.2098,73737.67634,75855.04964,53826.13641,22996.22964,53499.16685,22856.53133,52403.85659,22388.35321,51664.96579,22072.71054,53148.41082,22706.63882
5/17/2017,389053,79160.22486,78679.35535,77068.28688,75981.66185,78163.47107,55464.17379,23696.05107,55127.25389,23552.10146,53998.61114,23069.67574,53237.23441,22744.42743,54765.82365,23397.64742
